potential,current
 7.350E-0001,-1.24452E-0005
 7.360E-0001,-1.24330E-0005
 7.370E-0001,-1.24208E-0005
 7.380E-0001,-1.24147E-0005
 7.390E-0001,-1.24086E-0005
 7.400E-0001,-1.24116E-0005
 7.410E-0001,-1.24116E-0005
 7.420E-0001,-1.23964E-0005
 7.430E-0001,-1.23964E-0005
 7.440E-0001,-1.23842E-0005
 7.450E-0001,-1.23903E-0005
 7.460E-0001,-1.23842E-0005
 7.470E-0001,-1.23720E-0005
 7.480E-0001,-1.23781E-0005
 7.490E-0001,-1.23720E-0005
 7.500E-0001,-1.23506E-0005
 7.510E-0001,-1.23781E-0005
 7.520E-0001,-1.23720E-0005
 7.530E-0001,-1.23567E-0005
 7.540E-0001,-1.23414E-0005
 7.550E-0001,-1.23659E-0005
 7.560E-0001,-1.23781E-0005
 7.570E-0001,-1.23598E-0005
 7.580E-0001,-1.23659E-0005
 7.590E-0001,-1.23414E-0005
 7.600E-0001,-1.23659E-0005
 7.610E-0001,-1.23537E-0005
 7.620E-0001,-1.23414E-0005
 7.630E-0001,-1.23476E-0005
 7.640E-0001,-1.23170E-0005
 7.650E-0001,-1.23262E-0005
 7.660E-0001,-1.23170E-0005
 7.670E-0001,-1.22865E-0005
 7.680E-0001,-1.23140E-0005
 7.690E-0001,-1.23079E-0005
 7.700E-0001,-1.23140E-0005
 7.710E-0001,-1.23170E-0005
 7.720E-0001,-1.23109E-0005
 7.730E-0001,-1.23384E-0005
 7.740E-0001,-1.23170E-0005
 7.750E-0001,-1.23231E-0005
 7.760E-0001,-1.22926E-0005
 7.770E-0001,-1.23018E-0005
 7.780E-0001,-1.22926E-0005
 7.790E-0001,-1.22987E-0005
 7.800E-0001,-1.23018E-0005
 7.810E-0001,-1.22987E-0005
 7.820E-0001,-1.22987E-0005
 7.830E-0001,-1.23048E-0005
 7.840E-0001,-1.22926E-0005
 7.850E-0001,-1.23231E-0005
 7.860E-0001,-1.23048E-0005
 7.870E-0001,-1.23109E-0005
 7.880E-0001,-1.23048E-0005
 7.890E-0001,-1.22926E-0005
 7.900E-0001,-1.22804E-0005
 7.910E-0001,-1.23018E-0005
 7.920E-0001,-1.23292E-0005
 7.930E-0001,-1.22926E-0005
 7.940E-0001,-1.23170E-0005
 7.950E-0001,-1.22987E-0005
 7.960E-0001,-1.23048E-0005
 7.970E-0001,-1.22926E-0005
 7.980E-0001,-1.22926E-0005
 7.990E-0001,-1.23048E-0005
 8.000E-0001,-1.22987E-0005
 7.990E-0001,-1.22194E-0005
 7.980E-0001,-1.20363E-0005
 7.970E-0001,-1.17738E-0005
 7.960E-0001,-1.15907E-0005
 7.950E-0001,-1.14045E-0005
 7.940E-0001,-1.12703E-0005
 7.930E-0001,-1.11329E-0005
 7.920E-0001,-1.10170E-0005
 7.910E-0001,-1.09193E-0005
 7.900E-0001,-1.08216E-0005
 7.890E-0001,-1.07515E-0005
 7.880E-0001,-1.06813E-0005
 7.870E-0001,-1.05897E-0005
 7.860E-0001,-1.05531E-0005
 7.850E-0001,-1.04676E-0005
 7.840E-0001,-1.03700E-0005
 7.830E-0001,-1.03456E-0005
 7.820E-0001,-1.02876E-0005
 7.810E-0001,-1.02327E-0005
 7.800E-0001,-1.01869E-0005
 7.790E-0001,-1.01380E-0005
 7.780E-0001,-1.00770E-0005
 7.770E-0001,-1.00282E-0005
 7.760E-0001,-9.97940E-0006
 7.750E-0001,-9.94888E-0006
 7.740E-0001,-9.91226E-0006
 7.730E-0001,-9.87563E-0006
 7.720E-0001,-9.83291E-0006
 7.710E-0001,-9.78103E-0006
 7.700E-0001,-9.73525E-0006
 7.690E-0001,-9.70473E-0006
 7.680E-0001,-9.65285E-0006
 7.670E-0001,-9.61928E-0006
 7.660E-0001,-9.57045E-0006
 7.650E-0001,-9.53383E-0006
 7.640E-0001,-9.50331E-0006
 7.630E-0001,-9.45448E-0006
 7.620E-0001,-9.43007E-0006
 7.610E-0001,-9.38735E-0006
 7.600E-0001,-9.36903E-0006
 7.590E-0001,-9.33852E-0006
 7.580E-0001,-9.28969E-0006
 7.570E-0001,-9.25307E-0006
 7.560E-0001,-9.25307E-0006
 7.550E-0001,-9.22255E-0006
 7.540E-0001,-9.19203E-0006
 7.530E-0001,-9.16762E-0006
 7.520E-0001,-9.14320E-0006
 7.510E-0001,-9.11879E-0006
 7.500E-0001,-9.07606E-0006
 7.490E-0001,-9.06385E-0006
 7.480E-0001,-9.02113E-0006
 7.470E-0001,-9.00282E-0006
 7.460E-0001,-8.98451E-0006
 7.450E-0001,-8.95704E-0006
 7.440E-0001,-8.92957E-0006
 7.430E-0001,-8.90516E-0006
 7.420E-0001,-8.86854E-0006
 7.410E-0001,-8.85023E-0006
 7.400E-0001,-8.83192E-0006
 7.390E-0001,-8.81361E-0006
 7.380E-0001,-8.77088E-0006
 7.370E-0001,-8.76173E-0006
 7.360E-0001,-8.72816E-0006
 7.350E-0001,-8.70984E-0006
 7.340E-0001,-8.68238E-0006
 7.330E-0001,-8.67627E-0006
 7.320E-0001,-8.63050E-0006
 7.310E-0001,-8.61219E-0006
 7.300E-0001,-8.59388E-0006
 7.290E-0001,-8.56946E-0006
 7.280E-0001,-8.55115E-0006
 7.270E-0001,-8.54505E-0006
 7.260E-0001,-8.50843E-0006
 7.250E-0001,-8.49622E-0006
 7.240E-0001,-8.47791E-0006
 7.230E-0001,-8.45654E-0006
 7.220E-0001,-8.44129E-0006
 7.210E-0001,-8.41077E-0006
 7.200E-0001,-8.40466E-0006
 7.190E-0001,-8.40161E-0006
 7.180E-0001,-8.34668E-0006
 7.170E-0001,-8.34973E-0006
 7.160E-0001,-8.33142E-0006
 7.150E-0001,-8.31616E-0006
 7.140E-0001,-8.27038E-0006
 7.130E-0001,-8.29480E-0006
 7.120E-0001,-8.28259E-0006
 7.110E-0001,-8.25207E-0006
 7.100E-0001,-8.25207E-0006
 7.090E-0001,-8.22766E-0006
 7.080E-0001,-8.20935E-0006
 7.070E-0001,-8.18493E-0006
 7.060E-0001,-8.16662E-0006
 7.050E-0001,-8.14831E-0006
 7.040E-0001,-8.13305E-0006
 7.030E-0001,-8.12390E-0006
 7.020E-0001,-8.10559E-0006
 7.010E-0001,-8.05065E-0006
 7.000E-0001,-8.05676E-0006
 6.990E-0001,-8.04455E-0006
 6.980E-0001,-8.06897E-0006
 6.970E-0001,-8.03234E-0006
 6.960E-0001,-8.00793E-0006
 6.950E-0001,-8.00183E-0006
 6.940E-0001,-7.98352E-0006
 6.930E-0001,-7.98962E-0006
 6.920E-0001,-7.95300E-0006
 6.910E-0001,-7.94689E-0006
 6.900E-0001,-7.92248E-0006
 6.890E-0001,-7.92858E-0006
 6.880E-0001,-7.91027E-0006
 6.870E-0001,-7.91638E-0006
 6.860E-0001,-7.91027E-0006
 6.850E-0001,-7.89501E-0006
 6.840E-0001,-7.89501E-0006
 6.830E-0001,-7.86755E-0006
 6.820E-0001,-7.84924E-0006
 6.810E-0001,-7.84924E-0006
 6.800E-0001,-7.81872E-0006
 6.790E-0001,-7.81261E-0006
 6.780E-0001,-7.79430E-0006
 6.770E-0001,-7.77294E-0006
 6.760E-0001,-7.76379E-0006
 6.750E-0001,-7.75158E-0006
 6.740E-0001,-7.73937E-0006
 6.730E-0001,-7.72106E-0006
 6.720E-0001,-7.72716E-0006
 6.710E-0001,-7.71801E-0006
 6.700E-0001,-7.69054E-0006
 6.690E-0001,-7.68139E-0006
 6.680E-0001,-7.69665E-0006
 6.670E-0001,-7.67833E-0006
 6.660E-0001,-7.66613E-0006
 6.650E-0001,-7.65392E-0006
 6.640E-0001,-7.64476E-0006
 6.630E-0001,-7.64782E-0006
 6.620E-0001,-7.61730E-0006
 6.610E-0001,-7.61730E-0006
 6.600E-0001,-7.60509E-0006
 6.590E-0001,-7.59899E-0006
 6.580E-0001,-7.59288E-0006
 6.570E-0001,-7.57457E-0006
 6.560E-0001,-7.56847E-0006
 6.550E-0001,-7.55626E-0006
 6.540E-0001,-7.53795E-0006
 6.530E-0001,-7.52574E-0006
 6.520E-0001,-7.53185E-0006
 6.510E-0001,-7.51354E-0006
 6.500E-0001,-7.49523E-0006
 6.490E-0001,-7.50438E-0006
 6.480E-0001,-7.46776E-0006
 6.470E-0001,-7.47997E-0006
 6.460E-0001,-7.45250E-0006
 6.450E-0001,-7.45860E-0006
 6.440E-0001,-7.43419E-0006
 6.430E-0001,-7.42809E-0006
 6.420E-0001,-7.40978E-0006
 6.410E-0001,-7.40367E-0006
 6.400E-0001,-7.39147E-0006
 6.390E-0001,-7.38536E-0006
 6.380E-0001,-7.37315E-0006
 6.370E-0001,-7.37315E-0006
 6.360E-0001,-7.35484E-0006
 6.350E-0001,-7.35179E-0006
 6.340E-0001,-7.33653E-0006
 6.330E-0001,-7.32433E-0006
 6.320E-0001,-7.31822E-0006
 6.310E-0001,-7.31822E-0006
 6.300E-0001,-7.28160E-0006
 6.290E-0001,-7.29381E-0006
 6.280E-0001,-7.28160E-0006
 6.270E-0001,-7.26329E-0006
 6.260E-0001,-7.24498E-0006
 6.250E-0001,-7.26329E-0006
 6.240E-0001,-7.28160E-0006
 6.230E-0001,-7.25719E-0006
 6.220E-0001,-7.24803E-0006
 6.210E-0001,-7.22972E-0006
 6.200E-0001,-7.22667E-0006
 6.190E-0001,-7.20836E-0006
 6.180E-0001,-7.19615E-0006
 6.170E-0001,-7.18394E-0006
 6.160E-0001,-7.16563E-0006
 6.150E-0001,-7.16868E-0006
 6.140E-0001,-7.16258E-0006
 6.130E-0001,-7.12291E-0006
 6.120E-0001,-7.14122E-0006
 6.110E-0001,-7.12901E-0006
 6.100E-0001,-7.11680E-0006
 6.090E-0001,-7.11680E-0006
 6.080E-0001,-7.09849E-0006
 6.070E-0001,-7.11680E-0006
 6.060E-0001,-7.08628E-0006
 6.050E-0001,-7.08628E-0006
 6.040E-0001,-7.05577E-0006
 6.030E-0001,-7.05882E-0006
 6.020E-0001,-7.03746E-0006
 6.010E-0001,-7.03746E-0006
 6.000E-0001,-7.03746E-0006
 5.990E-0001,-7.02220E-0006
 5.980E-0001,-6.98558E-0006
 5.970E-0001,-7.00694E-0006
 5.960E-0001,-7.00083E-0006
 5.950E-0001,-7.00083E-0006
 5.940E-0001,-6.97642E-0006
 5.930E-0001,-6.97947E-0006
 5.920E-0001,-6.97337E-0006
 5.910E-0001,-6.94590E-0006
 5.900E-0001,-6.95201E-0006
 5.890E-0001,-6.92759E-0006
 5.880E-0001,-6.92759E-0006
 5.870E-0001,-6.92149E-0006
 5.860E-0001,-6.90318E-0006
 5.850E-0001,-6.89707E-0006
 5.840E-0001,-6.92149E-0006
 5.830E-0001,-6.88487E-0006
 5.820E-0001,-6.88181E-0006
 5.810E-0001,-6.87266E-0006
 5.800E-0001,-6.86655E-0006
 5.790E-0001,-6.82993E-0006
 5.780E-0001,-6.85435E-0006
 5.770E-0001,-6.85435E-0006
 5.760E-0001,-6.82383E-0006
 5.750E-0001,-6.82383E-0006
 5.740E-0001,-6.80857E-0006
 5.730E-0001,-6.80552E-0006
 5.720E-0001,-6.79026E-0006
 5.710E-0001,-6.77805E-0006
 5.700E-0001,-6.76890E-0006
 5.690E-0001,-6.72007E-0006
 5.680E-0001,-6.73838E-0006
 5.670E-0001,-6.72617E-0006
 5.660E-0001,-6.72617E-0006
 5.650E-0001,-6.72007E-0006
 5.640E-0001,-6.68955E-0006
 5.630E-0001,-6.72007E-0006
 5.620E-0001,-6.69565E-0006
 5.610E-0001,-6.68955E-0006
 5.600E-0001,-6.65293E-0006
 5.590E-0001,-6.65293E-0006
 5.580E-0001,-6.63462E-0006
 5.570E-0001,-6.62851E-0006
 5.560E-0001,-6.62851E-0006
 5.550E-0001,-6.60410E-0006
 5.540E-0001,-6.59800E-0006
 5.530E-0001,-6.59494E-0006
 5.520E-0001,-6.56443E-0006
 5.510E-0001,-6.58579E-0006
 5.500E-0001,-6.55527E-0006
 5.490E-0001,-6.55832E-0006
 5.480E-0001,-6.53696E-0006
 5.470E-0001,-6.51560E-0006
 5.460E-0001,-6.50034E-0006
 5.450E-0001,-6.50644E-0006
 5.440E-0001,-6.52475E-0006
 5.430E-0001,-6.48203E-0006
 5.420E-0001,-6.48203E-0006
 5.410E-0001,-6.45761E-0006
 5.400E-0001,-6.44541E-0006
 5.390E-0001,-6.41184E-0006
 5.380E-0001,-6.40268E-0006
 5.370E-0001,-6.39658E-0006
 5.360E-0001,-6.33554E-0006
 5.350E-0001,-6.34775E-0006
 5.340E-0001,-6.32944E-0006
 5.330E-0001,-6.31723E-0006
 5.320E-0001,-6.31113E-0006
 5.310E-0001,-6.28671E-0006
 5.300E-0001,-6.30807E-0006
 5.290E-0001,-6.26230E-0006
 5.280E-0001,-6.25925E-0006
 5.270E-0001,-6.21957E-0006
 5.260E-0001,-6.20126E-0006
 5.250E-0001,-6.17685E-0006
 5.240E-0001,-6.17074E-0006
 5.230E-0001,-6.15243E-0006
 5.220E-0001,-6.12497E-0006
 5.210E-0001,-6.11581E-0006
 5.200E-0001,-6.08529E-0006
 5.190E-0001,-6.06088E-0006
 5.180E-0001,-6.07309E-0006
 5.170E-0001,-6.02731E-0006
 5.160E-0001,-6.01815E-0006
 5.150E-0001,-5.97543E-0006
 5.140E-0001,-5.95407E-0006
 5.130E-0001,-5.90829E-0006
 5.120E-0001,-5.90829E-0006
 5.110E-0001,-5.89608E-0006
 5.100E-0001,-5.84725E-0006
 5.090E-0001,-5.83504E-0006
 5.080E-0001,-5.79842E-0006
 5.070E-0001,-5.77401E-0006
 5.060E-0001,-5.72518E-0006
 5.050E-0001,-5.70077E-0006
 5.040E-0001,-5.67330E-0006
 5.030E-0001,-5.59700E-0006
 5.020E-0001,-5.58785E-0006
 5.010E-0001,-5.55428E-0006
 5.000E-0001,-5.52376E-0006
 4.990E-0001,-5.48409E-0006
 4.980E-0001,-5.43831E-0006
 4.970E-0001,-5.42000E-0006
 4.960E-0001,-5.37117E-0006
 4.950E-0001,-5.32539E-0006
 4.940E-0001,-5.28267E-0006
 4.930E-0001,-5.23689E-0006
 4.920E-0001,-5.20027E-0006
 4.910E-0001,-5.14534E-0006
 4.900E-0001,-5.10872E-0006
 4.890E-0001,-5.04768E-0006
 4.880E-0001,-5.02937E-0006
 4.870E-0001,-4.92866E-0006
 4.860E-0001,-4.87067E-0006
 4.850E-0001,-4.84626E-0006
 4.840E-0001,-4.79133E-0006
 4.830E-0001,-4.72419E-0006
 4.820E-0001,-4.62653E-0006
 4.810E-0001,-4.58991E-0006
 4.800E-0001,-4.52887E-0006
 4.790E-0001,-4.46478E-0006
 4.780E-0001,-4.41901E-0006
 4.770E-0001,-4.35797E-0006
 4.760E-0001,-4.27252E-0006
 4.750E-0001,-4.19317E-0006
 4.740E-0001,-4.12298E-0006
 4.730E-0001,-4.03448E-0006
 4.720E-0001,-3.95819E-0006
 4.710E-0001,-3.87579E-0006
 4.700E-0001,-3.74456E-0006
 4.690E-0001,-3.68657E-0006
 4.680E-0001,-3.60112E-0006
 4.670E-0001,-3.51567E-0006
 4.660E-0001,-3.41802E-0006
 4.650E-0001,-3.31425E-0006
 4.640E-0001,-3.24711E-0006
 4.630E-0001,-3.12504E-0006
 4.620E-0001,-3.02128E-0006
 4.610E-0001,-2.89005E-0006
 4.600E-0001,-2.77714E-0006
 4.590E-0001,-2.65201E-0006
 4.580E-0001,-2.55130E-0006
 4.570E-0001,-2.43533E-0006
 4.560E-0001,-2.29495E-0006
 4.550E-0001,-2.17288E-0006
 4.540E-0001,-2.05386E-0006
 4.530E-0001,-1.91042E-0006
 4.520E-0001,-1.79446E-0006
 4.510E-0001,-1.64187E-0006
 4.500E-0001,-1.50759E-0006
 4.490E-0001,-1.34584E-0006
 4.480E-0001,-1.18104E-0006
 4.470E-0001,-1.03150E-0006
 4.460E-0001,-8.97230E-0007
 4.450E-0001,-7.59899E-0007
 4.440E-0001,-5.67635E-0007
 4.430E-0001,-4.08941E-0007
 4.420E-0001,-2.31937E-0007
 4.410E-0001,-6.71396E-0008
 4.400E-0001, 1.22072E-0007
 4.390E-0001, 3.05180E-0007
 4.380E-0001, 4.79133E-0007
 4.370E-0001, 7.20225E-0007
 4.360E-0001, 8.78919E-0007
 4.350E-0001, 1.08033E-0006
 4.340E-0001, 1.26344E-0006
 4.330E-0001, 1.46486E-0006
 4.320E-0001, 1.68459E-0006
 4.310E-0001, 1.86770E-0006
 4.300E-0001, 2.09353E-0006
 4.290E-0001, 2.29190E-0006
 4.280E-0001, 2.52689E-0006
 4.270E-0001, 2.73441E-0006
 4.260E-0001, 2.96025E-0006
 4.250E-0001, 3.16166E-0006
 4.240E-0001, 3.39971E-0006
 4.230E-0001, 3.64385E-0006
 4.220E-0001, 3.86968E-0006
 4.210E-0001, 4.08026E-0006
 4.200E-0001, 4.32745E-0006
 4.190E-0001, 4.52887E-0006
 4.180E-0001, 4.79133E-0006
 4.170E-0001, 5.02937E-0006
 4.160E-0001, 5.29182E-0006
 4.150E-0001, 5.54818E-0006
 4.140E-0001, 5.79842E-0006
 4.130E-0001, 6.02121E-0006
 4.120E-0001, 6.26230E-0006
 4.110E-0001, 6.54612E-0006
 4.100E-0001, 6.77805E-0006
 4.090E-0001, 7.03440E-0006
 4.080E-0001, 7.24803E-0006
 4.070E-0001, 7.51354E-0006
 4.060E-0001, 7.75768E-0006
 4.050E-0001, 8.00793E-0006
 4.040E-0001, 8.29480E-0006
 4.030E-0001, 8.51758E-0006
 4.020E-0001, 8.76478E-0006
 4.010E-0001, 8.99061E-0006
 4.000E-0001, 9.22865E-0006
 3.990E-0001, 9.50331E-0006
 3.980E-0001, 9.74135E-0006
 3.970E-0001, 9.96108E-0006
 3.960E-0001, 1.01991E-0005
 3.950E-0001, 1.04432E-0005
 3.940E-0001, 1.06691E-0005
 3.930E-0001, 1.08827E-0005
 3.920E-0001, 1.11146E-0005
 3.910E-0001, 1.13618E-0005
 3.900E-0001, 1.15999E-0005
 3.890E-0001, 1.17738E-0005
 3.880E-0001, 1.19813E-0005
 3.870E-0001, 1.22072E-0005
 3.860E-0001, 1.24086E-0005
 3.850E-0001, 1.25978E-0005
 3.840E-0001, 1.27931E-0005
 3.830E-0001, 1.29823E-0005
 3.820E-0001, 1.31593E-0005
 3.810E-0001, 1.33333E-0005
 3.800E-0001, 1.35011E-0005
 3.790E-0001, 1.36659E-0005
 3.780E-0001, 1.38368E-0005
 3.770E-0001, 1.39803E-0005
 3.760E-0001, 1.41115E-0005
 3.750E-0001, 1.42580E-0005
 3.740E-0001, 1.43801E-0005
 3.730E-0001, 1.45082E-0005
 3.720E-0001, 1.46364E-0005
 3.710E-0001, 1.47768E-0005
 3.700E-0001, 1.48714E-0005
 3.690E-0001, 1.49752E-0005
 3.680E-0001, 1.50789E-0005
 3.670E-0001, 1.51857E-0005
 3.660E-0001, 1.52895E-0005
 3.650E-0001, 1.53688E-0005
 3.640E-0001, 1.54299E-0005
 3.630E-0001, 1.55031E-0005
 3.620E-0001, 1.55519E-0005
 3.610E-0001, 1.55977E-0005
 3.600E-0001, 1.56862E-0005
 3.590E-0001, 1.56954E-0005
 3.580E-0001, 1.57228E-0005
 3.570E-0001, 1.57412E-0005
 3.560E-0001, 1.57534E-0005
 3.550E-0001, 1.57839E-0005
 3.540E-0001, 1.57564E-0005
 3.530E-0001, 1.57778E-0005
 3.520E-0001, 1.57717E-0005
 3.510E-0001, 1.57778E-0005
 3.500E-0001, 1.57534E-0005
 3.490E-0001, 1.57473E-0005
 3.480E-0001, 1.57228E-0005
 3.470E-0001, 1.56801E-0005
 3.460E-0001, 1.56588E-0005
 3.450E-0001, 1.56069E-0005
 3.440E-0001, 1.55519E-0005
 3.430E-0001, 1.55062E-0005
 3.420E-0001, 1.54360E-0005
 3.410E-0001, 1.53994E-0005
 3.400E-0001, 1.53200E-0005
 3.390E-0001, 1.52651E-0005
 3.380E-0001, 1.52040E-0005
 3.370E-0001, 1.51522E-0005
 3.360E-0001, 1.50514E-0005
 3.350E-0001, 1.49599E-0005
 3.340E-0001, 1.49111E-0005
 3.330E-0001, 1.48256E-0005
 3.320E-0001, 1.47585E-0005
 3.310E-0001, 1.46608E-0005
 3.300E-0001, 1.45876E-0005
 3.290E-0001, 1.44991E-0005
 3.280E-0001, 1.44106E-0005
 3.270E-0001, 1.43617E-0005
 3.260E-0001, 1.42366E-0005
 3.250E-0001, 1.41329E-0005
 3.240E-0001, 1.40321E-0005
 3.230E-0001, 1.39406E-0005
 3.220E-0001, 1.38551E-0005
 3.210E-0001, 1.37270E-0005
 3.200E-0001, 1.36507E-0005
 3.190E-0001, 1.35378E-0005
 3.180E-0001, 1.34584E-0005
 3.170E-0001, 1.33516E-0005
 3.160E-0001, 1.32814E-0005
 3.150E-0001, 1.31715E-0005
 3.140E-0001, 1.30586E-0005
 3.130E-0001, 1.29762E-0005
 3.120E-0001, 1.28755E-0005
 3.110E-0001, 1.27748E-0005
 3.100E-0001, 1.26771E-0005
 3.090E-0001, 1.25551E-0005
 3.080E-0001, 1.24818E-0005
 3.070E-0001, 1.23842E-0005
 3.060E-0001, 1.22926E-0005
 3.050E-0001, 1.21980E-0005
 3.040E-0001, 1.21217E-0005
 3.030E-0001, 1.20027E-0005
 3.020E-0001, 1.18959E-0005
 3.010E-0001, 1.18348E-0005
 3.000E-0001, 1.17250E-0005
 2.990E-0001, 1.16395E-0005
 2.980E-0001, 1.15602E-0005
 2.970E-0001, 1.14686E-0005
 2.960E-0001, 1.13893E-0005
 2.950E-0001, 1.12977E-0005
 2.940E-0001, 1.12245E-0005
 2.930E-0001, 1.11116E-0005
 2.920E-0001, 1.10109E-0005
 2.910E-0001, 1.09498E-0005
 2.900E-0001, 1.08461E-0005
 2.890E-0001, 1.07820E-0005
 2.880E-0001, 1.06782E-0005
 2.870E-0001, 1.06141E-0005
 2.860E-0001, 1.05287E-0005
 2.850E-0001, 1.04829E-0005
 2.840E-0001, 1.04005E-0005
 2.830E-0001, 1.03334E-0005
 2.820E-0001, 1.02418E-0005
 2.810E-0001, 1.01625E-0005
 2.800E-0001, 1.00984E-0005
 2.790E-0001, 1.00129E-0005
 2.780E-0001, 9.94277E-0006
 2.770E-0001, 9.88174E-0006
 2.760E-0001, 9.78408E-0006
 2.750E-0001, 9.73525E-0006
 2.740E-0001, 9.65896E-0006
 2.730E-0001, 9.60097E-0006
 2.720E-0001, 9.52773E-0006
 2.710E-0001, 9.47890E-0006
 2.700E-0001, 9.39345E-0006
 2.690E-0001, 9.30189E-0006
 2.680E-0001, 9.26527E-0006
 2.670E-0001, 9.19203E-0006
 2.660E-0001, 9.14320E-0006
 2.650E-0001, 9.06996E-0006
 2.640E-0001, 9.02418E-0006
 2.630E-0001, 8.96009E-0006
 2.620E-0001, 8.90211E-0006
 2.610E-0001, 8.88075E-0006
 2.600E-0001, 8.79530E-0006
 2.590E-0001, 8.72816E-0006
 2.580E-0001, 8.68543E-0006
 2.570E-0001, 8.62439E-0006
 2.560E-0001, 8.56946E-0006
 2.550E-0001, 8.49011E-0006
 2.540E-0001, 8.45349E-0006
 2.530E-0001, 8.38025E-0006
 2.520E-0001, 8.36194E-0006
 2.510E-0001, 8.30090E-0006
 2.500E-0001, 8.25818E-0006
 2.490E-0001, 8.19714E-0006
 2.480E-0001, 8.13611E-0006
 2.470E-0001, 8.10559E-0006
 2.460E-0001, 8.05065E-0006
 2.450E-0001, 7.98352E-0006
 2.440E-0001, 7.96215E-0006
 2.430E-0001, 7.87975E-0006
 2.420E-0001, 7.84924E-0006
 2.410E-0001, 7.79430E-0006
 2.400E-0001, 7.75768E-0006
 2.390E-0001, 7.71496E-0006
 2.380E-0001, 7.67833E-0006
 2.370E-0001, 7.62340E-0006
 2.360E-0001, 7.55626E-0006
 2.350E-0001, 7.53490E-0006
 2.340E-0001, 7.48302E-0006
 2.330E-0001, 7.44029E-0006
 2.320E-0001, 7.39452E-0006
 2.310E-0001, 7.37315E-0006
 2.300E-0001, 7.32738E-0006
 2.290E-0001, 7.28160E-0006
 2.280E-0001, 7.27550E-0006
 2.270E-0001, 7.22056E-0006
 2.260E-0001, 7.17174E-0006
 2.250E-0001, 7.12291E-0006
 2.240E-0001, 7.08323E-0006
 2.230E-0001, 7.05882E-0006
 2.220E-0001, 6.98863E-0006
 2.210E-0001, 6.97032E-0006
 2.200E-0001, 6.92149E-0006
 2.190E-0001, 6.90623E-0006
 2.180E-0001, 6.86350E-0006
 2.170E-0001, 6.84214E-0006
 2.160E-0001, 6.79331E-0006
 2.150E-0001, 6.75059E-0006
 2.140E-0001, 6.73228E-0006
 2.130E-0001, 6.68039E-0006
 2.120E-0001, 6.64682E-0006
 2.110E-0001, 6.61936E-0006
 2.100E-0001, 6.56137E-0006
 2.090E-0001, 6.53696E-0006
 2.080E-0001, 6.50034E-0006
 2.070E-0001, 6.48203E-0006
 2.060E-0001, 6.44846E-0006
 2.050E-0001, 6.43320E-0006
 2.040E-0001, 6.37216E-0006
 2.030E-0001, 6.32333E-0006
 2.020E-0001, 6.31723E-0006
 2.010E-0001, 6.27145E-0006
 2.000E-0001, 6.25009E-0006
 1.990E-0001, 6.24093E-0006
 1.980E-0001, 6.23788E-0006
 1.970E-0001, 6.18295E-0006
 1.960E-0001, 6.15243E-0006
 1.950E-0001, 6.10971E-0006
 1.940E-0001, 6.09445E-0006
 1.930E-0001, 6.07614E-0006
 1.920E-0001, 6.03036E-0006
 1.910E-0001, 5.99984E-0006
 1.900E-0001, 5.98764E-0006
 1.890E-0001, 5.95712E-0006
 1.880E-0001, 5.91439E-0006
 1.870E-0001, 5.90218E-0006
 1.860E-0001, 5.86861E-0006
 1.850E-0001, 5.84115E-0006
 1.840E-0001, 5.80453E-0006
 1.830E-0001, 5.78622E-0006
 1.820E-0001, 5.76791E-0006
 1.810E-0001, 5.74654E-0006
 1.800E-0001, 5.72213E-0006
 1.790E-0001, 5.69466E-0006
 1.780E-0001, 5.67025E-0006
 1.770E-0001, 5.66414E-0006
 1.760E-0001, 5.63057E-0006
 1.750E-0001, 5.60311E-0006
 1.740E-0001, 5.57869E-0006
 1.730E-0001, 5.55428E-0006
 1.720E-0001, 5.54207E-0006
 1.710E-0001, 5.52376E-0006
 1.700E-0001, 5.48104E-0006
 1.690E-0001, 5.49935E-0006
 1.680E-0001, 5.45052E-0006
 1.670E-0001, 5.44441E-0006
 1.660E-0001, 5.42000E-0006
 1.650E-0001, 5.37117E-0006
 1.640E-0001, 5.36507E-0006
 1.630E-0001, 5.32845E-0006
 1.620E-0001, 5.31624E-0006
 1.610E-0001, 5.31013E-0006
 1.600E-0001, 5.27962E-0006
 1.590E-0001, 5.25520E-0006
 1.580E-0001, 5.24910E-0006
 1.570E-0001, 5.23689E-0006
 1.560E-0001, 5.20637E-0006
 1.550E-0001, 5.19417E-0006
 1.540E-0001, 5.18196E-0006
 1.530E-0001, 5.16670E-0006
 1.520E-0001, 5.14534E-0006
 1.510E-0001, 5.13923E-0006
 1.500E-0001, 5.10872E-0006
 1.490E-0001, 5.09040E-0006
 1.480E-0001, 5.06599E-0006
 1.470E-0001, 5.06599E-0006
 1.460E-0001, 5.04158E-0006
 1.450E-0001, 5.02327E-0006
 1.440E-0001, 5.01106E-0006
 1.430E-0001, 4.99275E-0006
 1.420E-0001, 4.98054E-0006
 1.410E-0001, 4.96223E-0006
 1.400E-0001, 4.93781E-0006
 1.390E-0001, 4.92256E-0006
 1.380E-0001, 4.90730E-0006
 1.370E-0001, 4.89509E-0006
 1.360E-0001, 4.88899E-0006
 1.350E-0001, 4.85542E-0006
 1.340E-0001, 4.87678E-0006
 1.330E-0001, 4.82795E-0006
 1.320E-0001, 4.80964E-0006
 1.310E-0001, 4.79743E-0006
 1.300E-0001, 4.77912E-0006
